,level_0,index,Unnamed: 0,Unnamed: 0.1,Buy/Sell,Transaction Date,Acceptance Date Time,Issuer Name,Issuer Trading Symbol,Reporting Owner Name,Reporting Owner Relationship,Transcation Share,Price Per share,Total Value,Shares Owned Following Transaction,Form,sector,market_cap,new_trans_date,Adj Close,Adj Close day1,Adj Close day2,Adj Close day3,Adj Close day4,Adj Close day5,Adj Close month,Adj Close 6month,Adj Close year
0,1255,1255,1255,1255,Sell,2017-01-03,2017-01-05 09:30:00,KULICKE & SOFFA INDUSTRIES INC,KLIC,BACHMAN BRIAN R, director,"6,500",$16.0000,"$104,000.0000","23,909",Form 4,Technology,1500731688.85,"time.struct_time(tm_year=2017, tm_mon=1, tm_mday=3, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=3, tm_isdst=-1)",15.993843078613281,16.092206954956055,15.984007835388184,16.02335548400879,16.013517379760742,16.20040512084961,20.085750579833984,19.44639015197754,23.626821517944336
1,10900,10900,10900,10900,Sell,2016-12-06,2016-12-08 08:12:09,KULICKE & SOFFA INDUSTRIES INC,KLIC,Wong Lester A, officer,"5,811",$15.9000,"$92,394.9000","69,421",Form 4,Technology,1500731688.85,"time.struct_time(tm_year=2016, tm_mon=12, tm_mday=6, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=341, tm_isdst=-1)",15.895480155944824,16.269262313842773,16.377458572387695,16.45615005493164,16.02335548400879,15.964335441589355,16.731565475463867,18.28570556640625,21.8267765045166
2,10901,10901,10901,10901,Sell,2016-12-06,2016-12-08 08:12:09,KULICKE & SOFFA INDUSTRIES INC,KLIC,Wong Lester A, officer,200,$15.9600,"$3,192.0000","65,832",Form 4,Technology,1500731688.85,"time.struct_time(tm_year=2016, tm_mon=12, tm_mday=6, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=341, tm_isdst=-1)",15.895480155944824,16.269262313842773,16.377458572387695,16.45615005493164,16.02335548400879,15.964335441589355,16.731565475463867,18.28570556640625,21.8267765045166
3,10902,10902,10902,10902,Sell,2016-12-06,2016-12-08 08:12:09,KULICKE & SOFFA INDUSTRIES INC,KLIC,Wong Lester A, officer,"1,300",$15.9100,"$20,683.0000","68,121",Form 4,Technology,1500731688.85,"time.struct_time(tm_year=2016, tm_mon=12, tm_mday=6, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=341, tm_isdst=-1)",15.895480155944824,16.269262313842773,16.377458572387695,16.45615005493164,16.02335548400879,15.964335441589355,16.731565475463867,18.28570556640625,21.8267765045166
4,10903,10903,10903,10903,Sell,2016-12-06,2016-12-08 08:12:09,KULICKE & SOFFA INDUSTRIES INC,KLIC,Wong Lester A, officer,100,$15.9700,"$1,597.0000","65,732",Form 4,Technology,1500731688.85,"time.struct_time(tm_year=2016, tm_mon=12, tm_mday=6, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=341, tm_isdst=-1)",15.895480155944824,16.269262313842773,16.377458572387695,16.45615005493164,16.02335548400879,15.964335441589355,16.731565475463867,18.28570556640625,21.8267765045166
5,10904,10904,10904,10904,Sell,2016-12-06,2016-12-08 08:12:09,KULICKE & SOFFA INDUSTRIES INC,KLIC,Wong Lester A, officer,900,$15.9150,"$14,323.5000","67,221",Form 4,Technology,1500731688.85,"time.struct_time(tm_year=2016, tm_mon=12, tm_mday=6, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=341, tm_isdst=-1)",15.895480155944824,16.269262313842773,16.377458572387695,16.45615005493164,16.02335548400879,15.964335441589355,16.731565475463867,18.28570556640625,21.8267765045166
6,10905,10905,10905,10905,Sell,2016-12-06,2016-12-08 08:12:09,KULICKE & SOFFA INDUSTRIES INC,KLIC,Wong Lester A, officer,100,$16.0100,"$1,601.0000","65,632",Form 4,Technology,1500731688.85,"time.struct_time(tm_year=2016, tm_mon=12, tm_mday=6, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=341, tm_isdst=-1)",15.895480155944824,16.269262313842773,16.377458572387695,16.45615005493164,16.02335548400879,15.964335441589355,16.731565475463867,18.28570556640625,21.8267765045166
7,11050,11050,11050,11050,Sell,2016-12-06,2016-12-08 08:12:09,KULICKE & SOFFA INDUSTRIES INC,KLIC,Wong Lester A, officer,900,$15.9200,"$14,328.0000","66,321",Form 4,Technology,1500731688.85,"time.struct_time(tm_year=2016, tm_mon=12, tm_mday=6, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=341, tm_isdst=-1)",15.895480155944824,16.269262313842773,16.377458572387695,16.45615005493164,16.02335548400879,15.964335441589355,16.731565475463867,18.28570556640625,21.8267765045166
8,11051,11051,11051,11051,Sell,2016-12-06,2016-12-08 08:12:09,KULICKE & SOFFA INDUSTRIES INC,KLIC,Wong Lester A, officer,300,$16.0200,"$4,806.0000","65,332",Form 4,Technology,1500731688.85,"time.struct_time(tm_year=2016, tm_mon=12, tm_mday=6, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=341, tm_isdst=-1)",15.895480155944824,16.269262313842773,16.377458572387695,16.45615005493164,16.02335548400879,15.964335441589355,16.731565475463867,18.28570556640625,21.8267765045166
9,11052,11052,11052,11052,Sell,2016-12-06,2016-12-08 08:12:09,KULICKE & SOFFA INDUSTRIES INC,KLIC,Wong Lester A, officer,200,$15.9300,"$3,186.0000","66,121",Form 4,Technology,1500731688.85,"time.struct_time(tm_year=2016, tm_mon=12, tm_mday=6, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=341, tm_isdst=-1)",15.895480155944824,16.269262313842773,16.377458572387695,16.45615005493164,16.02335548400879,15.964335441589355,16.731565475463867,18.28570556640625,21.8267765045166
