,level_0,index,Unnamed: 0,Unnamed: 0.1,Buy/Sell,Transaction Date,Acceptance Date Time,Issuer Name,Issuer Trading Symbol,Reporting Owner Name,Reporting Owner Relationship,Transcation Share,Price Per share,Total Value,Shares Owned Following Transaction,Form,sector,market_cap,new_trans_date,Adj Close,Adj Close day1,Adj Close day2,Adj Close day3,Adj Close day4,Adj Close day5,Adj Close month,Adj Close 6month,Adj Close year
122,26872,26872,26872,26872,Sell,2016-10-27,2016-10-27 20:42:20,SALESFORCE COM INC,CRM,Benioff Marc, director officer 10% owner,"11,100",$75.0571,"$833,134.0000","34,846,900",Form 4,Technology,123213510000.0,"time.struct_time(tm_year=2016, tm_mon=10, tm_mday=27, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=301, tm_isdst=-1)",74.73999786376953,75.12999725341797,75.16000366210938,75.44999694824219,75.0,74.13999938964844,71.16999816894531,89.2699966430664,121.4000015258789
123,26980,26980,26980,26980,Sell,2016-10-26,2016-10-26 21:01:31,SALESFORCE COM INC,CRM,Benioff Marc, director officer 10% owner,"3,505",$75.7901,"$265,644.0000","34,858,000",Form 4,Technology,123213510000.0,"time.struct_time(tm_year=2016, tm_mon=10, tm_mday=26, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=2, tm_yday=300, tm_isdst=-1)",74.94999694824219,74.73999786376953,75.12999725341797,75.16000366210938,75.44999694824219,75.0,71.86000061035156,89.29000091552734,119.16000366210938
124,27460,27460,27460,27460,Sell,2016-10-25,2016-10-25 20:22:01,SALESFORCE COM INC,CRM,Benioff Marc, director officer 10% owner,"12,500",$74.8737,"$935,921.0000","34,870,500",Form 4,Technology,123213510000.0,"time.struct_time(tm_year=2016, tm_mon=10, tm_mday=25, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=299, tm_isdst=-1)",75.05999755859375,74.94999694824219,74.73999786376953,75.12999725341797,75.16000366210938,75.44999694824219,71.77999877929688,90.0,119.48999786376953
125,27649,27649,27649,27649,Sell,2016-10-24,2016-10-24 19:46:20,SALESFORCE COM INC,CRM,Robbins Cynthia G., officer,681,$74.8794,"$50,992.9000","1,985",Form 4,Technology,123213510000.0,"time.struct_time(tm_year=2016, tm_mon=10, tm_mday=24, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=0, tm_yday=298, tm_isdst=-1)",75.05999755859375,75.05999755859375,74.94999694824219,74.73999786376953,75.12999725341797,75.16000366210938,70.62000274658203,89.56999969482422,117.19000244140625
126,27652,27652,27652,27652,Sell,2016-10-20,2016-10-24 19:42:47,SALESFORCE COM INC,CRM,Benioff Marc, director officer 10% owner,"12,500",$72.5601,"$907,001.0000","34,908,000",Form 4,Technology,123213510000.0,"time.struct_time(tm_year=2016, tm_mon=10, tm_mday=20, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=294, tm_isdst=-1)",72.58999633789062,74.0,75.05999755859375,75.05999755859375,74.94999694824219,74.73999786376953,68.41000366210938,88.3499984741211,119.04000091552734
127,27653,27653,27653,27653,Sell,2016-10-21,2016-10-24 19:42:47,SALESFORCE COM INC,CRM,Benioff Marc, director officer 10% owner,"8,075",$73.6981,"$595,112.0000","34,895,500",Form 4,Technology,123213510000.0,"time.struct_time(tm_year=2016, tm_mon=10, tm_mday=21, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=4, tm_yday=295, tm_isdst=-1)",74.0,75.05999755859375,75.05999755859375,74.94999694824219,74.73999786376953,75.12999725341797,70.80000305175781,90.4000015258789,116.0999984741211
128,27792,27792,27792,27792,Sell,2016-10-24,2016-10-24 20:12:00,SALESFORCE COM INC,CRM,Weaver Amy E, officer,681,$74.8794,"$50,992.9000","14,486",Form 4,Technology,123213510000.0,"time.struct_time(tm_year=2016, tm_mon=10, tm_mday=24, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=0, tm_yday=298, tm_isdst=-1)",75.05999755859375,75.05999755859375,74.94999694824219,74.73999786376953,75.12999725341797,75.16000366210938,70.62000274658203,89.56999969482422,117.19000244140625
129,27802,27802,27802,27802,Sell,2016-10-21,2016-10-24 19:42:47,SALESFORCE COM INC,CRM,Benioff Marc, director officer 10% owner,"4,425",$72.8454,"$322,341.0000","34,903,600",Form 4,Technology,123213510000.0,"time.struct_time(tm_year=2016, tm_mon=10, tm_mday=21, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=4, tm_yday=295, tm_isdst=-1)",74.0,75.05999755859375,75.05999755859375,74.94999694824219,74.73999786376953,75.12999725341797,70.80000305175781,90.4000015258789,116.0999984741211
130,27803,27803,27803,27803,Sell,2016-10-24,2016-10-24 19:42:47,SALESFORCE COM INC,CRM,Benioff Marc, director officer 10% owner,"12,500",$74.9514,"$936,892.0000","34,883,000",Form 4,Technology,123213510000.0,"time.struct_time(tm_year=2016, tm_mon=10, tm_mday=24, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=0, tm_yday=298, tm_isdst=-1)",75.05999755859375,75.05999755859375,74.94999694824219,74.73999786376953,75.12999725341797,75.16000366210938,70.62000274658203,89.56999969482422,117.19000244140625
131,28550,28550,28550,28550,Sell,2016-10-19,2016-10-19 18:36:04,SALESFORCE COM INC,CRM,Benioff Marc, director officer 10% owner,"12,500",$72.7948,"$909,935.0000","34,920,500",Form 4,Technology,123213510000.0,"time.struct_time(tm_year=2016, tm_mon=10, tm_mday=19, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=2, tm_yday=293, tm_isdst=-1)",72.81999969482422,72.58999633789062,74.0,75.05999755859375,75.05999755859375,74.94999694824219,68.45999908447266,88.5,119.4800033569336
